Question,PlainTextAnswer,MLAI's ChatGPT Responses
Who is eligible to get lounge access?,"Domestic and International lounge access is available only on NRE World Debit Card to the primary holder in NRI Premia account On NRE Platinum debit card , domestic lounge access is available to the primary holder in NRI Pro account.",
What is an ICICI Bank Expressions Debit Card?,The Expressions Debit Card is a personalized debit card where you can choose the design to be printed on your card.,
Education loan,To know more and apply for ICICI Bank Education please click here https://www.icicibank.com/Personal-Banking/loans/education-loan/education-loan.page?ITM=nli_iPal_aomenu_EL . To learn more watchan iPlay video by clicking here https://www.youtube.com/embed/nWrLpgiIe9k?utm_source=iPal&utm_medium=iPlay_Videos&utm_campaign=iPlay+iPal .,
How do I repay a home loan?,"Repayment is done in equated monthly instalments (EMIs) and includes interest and principal amount calculated on the monthly reducing principal. You can pay EMIs through an ECS for non-ICICI Bank accounts or Auto Debit for ICICI Bank accounts. If your property is under construction and the loan is partially disbursed, you have 2 options - you can either pay a monthly interest called Pre-EMI on the disbursed amount till the loan is fully disbursed or you can pay the EMI on the disbursed or sanctioned amount.",
How do I open a NRO / NRE / FCNR / Fixed Deposit ?,"You can open a NRO / NRE / FCNR / Fixed Deposit through ""Accounts & Deposits"" icon available on homepage > Deposits (FD/RD) and go to Open FD.Click here nanorep://#openstdnri/accounts to open Standard FD.",
How to report a dispute for a transaction?,"To report a dispute, please call our Customer Care for assistance on <1860 120 6699> between 07:00 a.m. and 09:00 p.m. You may raise dispute for transactions like utility bill, purchasing a product/services online through a third party website, Prepaid mobile recharge, DTH recharge online.",
Can I chat with an agent?,"{""title"":"""",""options"":[{""title"":""Call/Email Us"",""content"":""nanorep://#contactus"",""type"":""quick"",""kind"":""url"",""options"":[]}],""contents"":[""Sure, I would love to help. You can contact our Phone Banking officer by Email, Call or Chat. Just Click Below. (Live chat services available Monday to Saturday 9 AM - 6 PM)""]}",
How will I be able to access my Safe Deposit Box if I lose my keys?,If you lose your Safe Deposit Box keys you must inform the Bank immediately. There will be an applicable fee to replace the keys and the Safe Deposit Box holder will be responsible for the expenses for the replacement of the keys. The Safe Deposit Box holder will have to visit the branch on the day of the Safe Deposit Box break open and key replacement.,
How do I transfer the balance from FASTag CUG wallet to Tag?,"Transactions through your Tag is only possible when the amount is transferred from your 'CUG Wallet' to 'Tag'.Two ways to transfer from 'CUG Wallet' to 'Tag': Automatic transfer:Step 1:  Click here, to log in to the customer portal : https://issuat.icicibank.com/CUSTLOGIN/Default.aspx Step 2: Select 'Payments' from the top menu ? Select 'CUG Master Accounts' Step 3: To set a percentile, select 'Proportioning'. Enter the details and activate. For e.g. if your CUG Wallet has INR 1,000 and proportionate is set for 50% then, INR 500 will be transferred to 'Tag' Step 4: To set a minimum and maximum amount under 'Tag', select 'Auto Recharge'. Enter the details and activate. For e.g. if the minimum amount in the 'Tag' balance is set as INR 100 and maximum amount in the 'Tag' balance is set as INR 500, then the system will transfer funds from the CUG wallet, if the 'Tag' balance goes below INR 100. Manual transfer:Step 1:  Click here, to log in to the customer portal : https://issuat.icicibank.com/CUSTLOGIN/Default.aspx Step 2: Select 'Payments' from the top menu ? Select 'CUG Balance Transfer' Step 3: Select 'Tag' Account and recharge the amount to manually transfer the amount from your 'CUG Wallet' to 'Tag'. For any queries, please reach out on our Toll-Free number 1800-2100-104.",
How to stop the cheque?,"Sure, let me help you with that. You can avail this service through the ""Services"" icon available on homepage. Please click here nanorep://#stopChequeNRI to stop your cheque.",
Why is the statement sent in unmasked status when requested by me?,Account number and Customer ID are not masked for adhoc statement request made by the customer through Customer Care or Branch. It is only masked when Bank is sending statements in bulk to customers at pre-defined frequency.,
What is the difference between fixed rupee transfer and indicative transfer?,"The rates that you see on the website are indicative rates and the actual rate would depend upon the prevailing market rate at the time of conversion of the transaction amount.They are only indicative rates published to help the Money2India registered users to arrive at an approximate Indian rupee amount that the beneficiary recipient may receive and it in no way guarantees or represents the foreign exchange conversion rate that will actually be applied to the transaction submitted by the registered user. Fixed Rupee transfer facility, it helps you to know the exact exchange rate that will be applied for your transaction and helps you plan your transactions accordingly. The use of the Fixed Rupee transfer feature is subject to overall daily limits on the value and volume of transactions permitted, as per internal operational guidelines. In the event that any of these operational limits are breached or held up, remittance through this channel will be temporarily unavailable till the permissible limits are cleared. If you are receiving this message when the Indian Forex markets are open between 09:00 IST to 16:30 IST on a working day in India, then you can re-try in 2-3 hours to post a Fixed Rupee transfer transaction. However, if you are receiving this message after the closure of Indian Forex markets, then you can avail the Fixed Rupee transfer feature on the next working day only.",
